county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility,Range Class
King,Redmond,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Lake Stevens,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,PUGET SOUND ENERGY INC,Long Range
Whatcom,Bellingham,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Medium Range
Franklin,Pasco,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,Long Range
Snohomish,Snohomish,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
Lewis,Onalaska,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,Short Range
King,Renton,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Spokane,Spokane,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
Pierce,Spanaway,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
King,Des Moines,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Bothell,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC,Long Range
Pierce,Gig Harbor,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
King,Kirkland,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Mason,Shelton,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,Long Range
King,Seattle,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Kirkland,2021,BMW,I3,Battery Electric Vehicle (BEV),108.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Bellevue,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Kenmore,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Kitsap,Bainbridge Island,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Lacey,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,PUGET SOUND ENERGY INC,Medium Range
Snohomish,Woodinville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC,Long Range
King,Seattle,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
King,Seatac,2022,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),15.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Redmond,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Fall City,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Pierce,Auburn,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
San Juan,Friday Harbor,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,Long Range
San Juan,Lopez Island,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,Medium Range
King,Mercer Island,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Maple Valley,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Mukilteo,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Bellevue,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Kitsap,Poulsbo,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Seattle,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Seattle,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Snohomish,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Newcastle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Thurston,Tumwater,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Mason,Allyn,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,Short Range
King,Renton,2015,FIAT,500,Battery Electric Vehicle (BEV),87.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Bothell,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20.0,PUGET SOUND ENERGY INC,Short Range
King,Seatac,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Chelan,Leavenworth,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUD NO 1 OF CHELAN COUNTY,Long Range
Snohomish,Bothell,2022,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),17.0,PUGET SOUND ENERGY INC,Short Range
King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Woodinville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Clark,Washougal,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
King,Woodinville,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Clyde Hill,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Burien,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Spokane,Spokane,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
King,Seatac,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
King,Seattle,2019,BMW,I3,Battery Electric Vehicle (BEV),153.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
Snohomish,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Enumclaw,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Seattle,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Monroe,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),110.0,PUGET SOUND ENERGY INC,Medium Range
King,Clyde Hill,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),199.33333333333334,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Spokane,Colbert,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,Short Range
King,Mercer Island,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Skagit,Mount Vernon,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
Thurston,Olympia,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,PUGET SOUND ENERGY INC,Short Range
King,Carnation,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Yakima,Yakima,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PACIFICORP,Long Range
Whatcom,Everson,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
King,Issaquah,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Whatcom,Bellingham,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
King,Kenmore,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Pierce,Gig Harbor,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Medium Range
Pierce,Buckley,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Burien,2013,FIAT,500,Battery Electric Vehicle (BEV),87.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Shoreline,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Pierce,Milton,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,BONNEVILLE POWER ADMINISTRATION||CITY OF MILTON - (WA)|CITY OF TACOMA - (WA),Long Range
Pierce,Lakewood,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,Short Range
Pierce,Puyallup,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Pierce,Tacoma,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
Clark,Vancouver,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Pierce,Fife,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Short Range
Kitsap,Bremerton,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
King,Seattle,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
King,Bellevue,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Clark,Vancouver,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Benton,Kennewick,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,Long Range
King,Seattle,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Clark,Vancouver,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Spokane,Spokane,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,MODERN ELECTRIC WATER COMPANY,Long Range
King,Kent,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Lake Stevens,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,PUGET SOUND ENERGY INC,Medium Range
King,Newcastle,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),222.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
Jefferson,Port Townsend,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,Short Range
King,Shoreline,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Fall City,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
King,Seattle,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Newcastle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
Clark,Vancouver,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Kitsap,Poulsbo,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Shoreline,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
King,Kent,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Issaquah,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Seattle,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
Kitsap,Bainbridge Island,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Auburn,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Clark,Vancouver,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Grant,Moses Lake,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215.0,PUD NO 2 OF GRANT COUNTY,Long Range
Clark,Vancouver,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
King,Kirkland,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Normandy Park,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Kenmore,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Redmond,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Whatcom,Bellingham,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
Clark,Washougal,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Snohomish,Bothell,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
King,Seattle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),227.99428571428572,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
Clallam,Sequim,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,Long Range
Kitsap,Port Orchard,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PUGET SOUND ENERGY INC,Long Range
King,Woodinville,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Pierce,Spanaway,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,Long Range
Clark,Washougal,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Clallam,Sequim,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,Long Range
Clark,Vancouver,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Snohomish,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC,Long Range
King,Redmond,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Shoreline,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
King,Renton,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Everett,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,PUGET SOUND ENERGY INC,Short Range
King,Bothell,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Bothell,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Seattle,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),105.0415512465374,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Medium Range
King,Lake Forest Park,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Grays Harbor,Aberdeen,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,Long Range
King,Carnation,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,Long Range
King,Seattle,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),103.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Pierce,South Hill,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
King,Issaquah,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Federal Way,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Sammamish,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Kirkland,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),27.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Stanwood,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
King,Redmond,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Kenmore,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Kitsap,Poulsbo,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149.0,PUGET SOUND ENERGY INC,Medium Range
Clark,Vancouver,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
Clark,Camas,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Short Range
Pierce,South Hill,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Kenmore,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Clark,Battle Ground,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),Long Range
King,Burien,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Snohomish,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
King,Duvall,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Auburn,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Benton,West Richland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,Long Range
King,Seattle,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
